0	0	0	-0.999969	-0.00786246	0
0	1	0	0.921248	0.388975	0
0	2	0	-0.348743	0.937218	0
0	3	0	-0.360755	0.932661	0
0	4	0	0.860712	0.509092	0
0	5	0	0.992014	0.126125	0
0	6	0	0.589266	0.807939	0
0	7	0	-0.793846	0.608118	0
0	8	0	-0.441857	0.897086	0
0	9	0	0.0213313	0.999772	0
0	10	0	-0.458976	0.888449	0
0	11	0	-0.632295	0.774728	0
0	12	0	0.245637	0.969362	0
0	13	0	0.996386	0.0849402	0
0	14	0	0.332789	-0.943001	0
0	15	0	-0.995571	0.0940125	0
0	16	0	-0.839572	0.543249	0
0	17	0	0.658726	0.752383	0
0	18	0	-0.60136	0.798978	0
0	19	0	-0.504173	0.863603	0
0	20	0	-0.997402	0.0720375	0
0	21	0	0.942345	-0.334642	0
0	22	0	-0.732899	-0.680337	0
0	23	0	-0.99957	-0.0293347	0
0	24	0	-0.998433	-0.0559634	0
0	25	0	0.719787	0.694195	0
0	26	0	0.980276	0.197634	0
0	27	0	0.901633	-0.432501	0
0	28	0	0.802453	-0.596715	0
0	29	0	0.781742	-0.623602	0
0	30	0	-0.50235	-0.864664	0
0	31	0	0.519575	-0.854425	0
0	32	0	0.952577	-0.304299	0
0	33	0	0.598522	-0.801106	0
0	34	0	-0.936464	0.350765	0
0	35	0	0.779705	0.626147	0
0	36	0	-0.207821	0.978167	0
0	37	0	-0.324549	0.945869	0
0	38	0	0.992207	0.124603	0
0	39	0	0.320647	0.947199	0
0	40	0	-0.711415	0.702772	0
0	41	0	0.146024	0.989281	0
0	42	0	-0.961857	-0.273552	0
0	43	0	-0.893045	0.449967	0
0	44	0	0.969585	0.244754	0
0	45	0	-0.626035	0.779795	0
0	46	0	0.971752	0.236006	0
0	47	0	-0.0920546	0.995754	0
0	48	0	-0.648202	0.761468	0
0	49	0	-0.251116	0.967957	0
1	0	0	-0.18526	0.98269	0
1	1	0	-0.555067	0.831806	0
1	2	0	-0.999797	0.0201334	0
1	3	0	-0.999998	0.00191819	0
1	4	0	0.764474	0.644654	0
1	5	0	0.780185	0.625549	0
1	6	0	0.101693	0.994816	0
1	7	0	0.292724	0.956197	0
1	8	0	-0.53659	0.843843	0
1	9	0	-0.988893	0.148632	0
1	10	0	0.710944	0.703249	0
1	11	0	-0.83538	0.549673	0
1	12	0	0.441599	0.897212	0
1	13	0	-0.938267	0.345912	0
1	14	0	-0.998475	-0.0551976	0
1	15	0	-0.872619	0.488401	0
1	16	0	0.161939	0.986801	0
1	17	0	0.143368	0.98967	0
1	18	0	0.851296	0.524686	0
1	19	0	0.361202	0.932487	0
1	20	0	-0.523093	0.852276	0
1	21	0	0.147162	-0.989112	0
1	22	0	0.995526	-0.0944891	0
1	23	0	-0.276824	-0.960921	0
1	24	0	0.0393476	-0.999226	0
1	25	0	0.980427	-0.196882	0
1	26	0	0.965317	-0.26108	0
1	27	0	-0.949405	-0.314056	0
1	28	0	0.0349403	-0.999389	0
1	29	0	-0.777358	-0.629059	0
1	30	0	0.812519	-0.582935	0
1	31	0	0.751087	-0.660203	0
1	32	0	0.0940599	-0.995567	0
1	33	0	0.774637	-0.632406	0
1	34	0	0.89829	0.439404	0
1	35	0	0.643885	0.765123	0
1	36	0	-0.579853	0.814721	0
1	37	0	-0.155785	0.987791	0
1	38	0	0.891444	0.453132	0
1	39	0	-0.326181	0.945307	0
1	40	0	0.99423	0.107271	0
1	41	0	-0.998023	0.0628543	0
1	42	0	-0.00973101	0.999953	0
1	43	0	0.564996	0.825094	0
1	44	0	-0.487354	0.873204	0
1	45	0	0.550033	0.835143	0
1	46	0	0.998704	-0.0508885	0
1	47	0	-0.92136	0.38871	0
1	48	0	0.310458	0.950587	0
1	49	0	0.999544	0.0301966	0
2	0	0	-0.60044	0.79967	0
2	1	0	-0.950244	0.311506	0
2	2	0	-0.629766	0.776785	0
2	3	0	-0.827497	0.561471	0
2	4	0	0.351169	0.936312	0
2	5	0	0.327178	0.944963	0
2	6	0	0.895406	0.445251	0
2	7	0	-0.903819	0.427914	0
2	8	0	-0.978077	0.208244	0
2	9	0	0.407575	0.913172	0
2	10	0	-0.571228	0.820791	0
2	11	0	-0.717052	0.69702	0
2	12	0	-0.435308	0.900282	0
2	13	0	0.870032	0.492995	0
2	14	0	-0.360218	0.932868	0
2	15	0	-0.437723	0.89911	0
